id,code,accounting_id,name,initial_balance,final_balance,debit_movement,credit_movement,third_party_type_id,third_party_id,currency_id,year,month,deleted_at,created_at,updated_at
1229,1.1,11,Efectivo Y Equivalentes Del Efectivo,0.0,0.0,1000.0,1000.0,Employee,1,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1230,1.1,11,Efectivo Y Equivalentes Del Efectivo,0.0,152482885.0,152482885.0,0.0,Contact,142,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1231,1.1,11,Efectivo Y Equivalentes Del Efectivo,9608196.18,1662587.2,1662587.2,0.0,Contact,42,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1232,1.1,11,Efectivo Y Equivalentes Del Efectivo,300000.0,845000.0,845000.0,0.0,Contact,145,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1233,1.1,11,Efectivo Y Equivalentes Del Efectivo,0.0,300000.0,300000.0,0.0,Contact,20,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1234,1.1,11,Efectivo Y Equivalentes Del Efectivo,0.0,500000.0,500000.0,0.0,Contact,237,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1235,1.1,11,Efectivo Y Equivalentes Del Efectivo,400000.0,2567425.0,2567425.0,0.0,Contact,34,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1236,1.1,11,Efectivo Y Equivalentes Del Efectivo,0.0,50500.0,50500.0,0.0,Contact,80,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1237,1.1,11,Efectivo Y Equivalentes Del Efectivo,0.0,-1500000.0,0.0,1500000.0,Contact,101,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1238,1.3,13,Cuentas Por Cobrar,56545972.72,6023253.54,8590678.54,2567425.0,Contact,34,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1239,1.3,13,Cuentas Por Cobrar,3681604.82,-1208669.0,819843.0,2028512.0,Contact,42,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1240,1.3,13,Cuentas Por Cobrar,53152850.0,-152482885.0,0.0,152482885.0,Contact,142,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1241,1.3,13,Cuentas Por Cobrar,16240100.0,2380000.0,3225000.0,845000.0,Contact,145,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1242,1.3,13,Cuentas Por Cobrar,2560071.42,21768204.626,52924684.286,31156479.66,Contact,138,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1243,1.3,13,Cuentas Por Cobrar,0.0,-300000.0,300000.0,600000.0,Contact,20,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1244,1.3,13,Cuentas Por Cobrar,716380.0,5152400.0,5248150.0,95750.0,Contact,80,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1245,1.3,13,Cuentas Por Cobrar,0.0,0.0,500000.0,500000.0,Contact,237,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1246,1.3,13,Cuentas Por Cobrar,0.0,672350.0,1269850.0,597500.0,Contact,238,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1247,1.3,13,Cuentas Por Cobrar,5583654.75,257635.0,257635.0,0.0,Contact,1,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1248,1.4,14,Inventarios,-16969966.933679,-143949765315.88086,0.0,143949765315.88086,Contact,34,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1249,1.4,14,Inventarios,19465329.467778,-825993362167.7771,882000.0,825994244167.7771,Contact,1,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1250,1.4,14,Inventarios,-435973967.464664,-68243327941.51297,1.0,68243327942.51297,Contact,42,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1251,1.4,14,Inventarios,-8485001.0,-2379346.676594,0.0,2379346.676594,Contact,145,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1252,1.4,14,Inventarios,-2273874.002427,-249743663122.6338,-1000000000000.0,-750256336877.3662,Contact,138,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1253,1.4,14,Inventarios,3860200.0,50083007389.0,50083007389.0,0.0,Contact,106,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1254,1.4,14,Inventarios,6790000.0,152000.0,152000.0,0.0,Contact,71,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1255,1.4,14,Inventarios,0.0,0.0,250000.0,250000.0,Contact,20,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1256,1.4,14,Inventarios,-647121.0,-5135001.0,40000.0,5175001.0,Contact,80,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1257,1.4,14,Inventarios,10060000.0,11500000.0,11500000.0,0.0,Contact,101,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1258,1.4,14,Inventarios,0.0,-250000.0,0.0,250000.0,Contact,237,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1259,1.4,14,Inventarios,0.0,1515000.0,1515000.0,0.0,Contact,227,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1260,1.4,14,Inventarios,13968564.0,725000.0,725000.0,0.0,Contact,117,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1261,1.4,14,Inventarios,4855000.0,12300000.0,12300000.0,0.0,Contact,105,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1262,1.4,14,Inventarios,0.0,999996230201.7777,1002500.0,-999995227701.7777,Contact,238,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1263,1.5,15,Activos Fijos Tangibles,0.0,1500000.0,1500000.0,0.0,Contact,101,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1264,1.5,15,Activos Fijos Tangibles,0.0,15000000.0,15000000.0,0.0,Contact,159,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1265,2.2,22,Proveedores,23728600.0,930580.0,0.0,930580.0,Contact,1,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1266,2.2,22,Proveedores,10736400.0,13400000.0,1500000.0,14900000.0,Contact,101,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1267,2.2,22,Proveedores,4645638.0,59598189003.74,0.0,59598189003.74,Contact,106,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1268,2.2,22,Proveedores,8080100.0,152000.0,0.0,152000.0,Contact,71,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1269,2.2,22,Proveedores,14345633.66,862750.0,0.0,862750.0,Contact,117,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1270,2.2,22,Proveedores,5317080.0,12000000.0,0.0,12000000.0,Contact,105,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1271,2.2,22,Proveedores,0.0,15000000.0,0.0,15000000.0,Contact,159,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1272,2.2,22,Proveedores,0.0,1575000.0,0.0,1575000.0,Contact,227,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1273,2.4,24,"24 Impuestos, Gravámenes Y Tasas",-2887710.25,-107445.0,148580.0,41135.0,Contact,1,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1274,2.4,24,"24 Impuestos, Gravámenes Y Tasas",904000.0,-206781.8,335924.8,129143.0,Contact,42,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1275,2.4,24,"24 Impuestos, Gravámenes Y Tasas",1776500.0,475000.0,0.0,475000.0,Contact,145,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1276,2.4,24,"24 Impuestos, Gravámenes Y Tasas",526205.23,3319919.226,4974563.98,8294483.206,Contact,138,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1277,2.4,24,"24 Impuestos, Gravámenes Y Tasas",-733438.0,-9515181614.74,9515181614.74,0.0,Contact,106,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1278,2.4,24,"24 Impuestos, Gravámenes Y Tasas",38380.0,12900.0,250.0,13150.0,Contact,80,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1279,2.4,24,"24 Impuestos, Gravámenes Y Tasas",9041201.53,872112.54,0.0,872112.54,Contact,34,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1280,2.4,24,"24 Impuestos, Gravámenes Y Tasas",-2654027.16,-137750.0,137750.0,0.0,Contact,117,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1281,2.4,24,"24 Impuestos, Gravámenes Y Tasas",-676400.0,-1900000.0,1900000.0,0.0,Contact,101,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1282,2.4,24,"24 Impuestos, Gravámenes Y Tasas",0.0,107350.0,95000.0,202350.0,Contact,238,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1283,2.4,24,"24 Impuestos, Gravámenes Y Tasas",0.0,-75000.0,75000.0,0.0,Contact,227,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1284,2.5,25,Pasivos Por Beneficios A Empleados,3236610.4,3128762.4,278400.0,3407162.4,Employee,3,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1285,2.5,25,Pasivos Por Beneficios A Empleados,3008000.0,2256000.0,0.0,2256000.0,PayrollProvider,71,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1286,2.5,25,Pasivos Por Beneficios A Empleados,546460.0,469135.02085,0.0,469135.02085,PayrollProvider,66,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1287,2.5,25,Pasivos Por Beneficios A Empleados,665600.0,499200.0,0.0,499200.0,PayrollProvider,30,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1288,2.5,25,Pasivos Por Beneficios A Empleados,0.0,2700498.1251,0.0,2700498.1251,PayrollProvider,116,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1289,2.5,25,Pasivos Por Beneficios A Empleados,0.0,1800332.0834,0.0,1800332.0834,PayrollProvider,115,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1290,2.5,25,Pasivos Por Beneficios A Empleados,2982400.0,2257216.6672,0.0,2257216.6672,PayrollProvider,7,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1291,2.5,25,Pasivos Por Beneficios A Empleados,6359218.4,6214718.4,600000.0,6814718.4,Employee,8,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1292,2.5,25,Pasivos Por Beneficios A Empleados,1257600.0,1260000.0,0.0,1260000.0,PayrollProvider,38,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1293,2.5,25,Pasivos Por Beneficios A Empleados,1507840.0,2330880.0,0.0,2330880.0,PayrollProvider,10,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1294,2.5,25,Pasivos Por Beneficios A Empleados,6089012.8,5951044.2,572880.0,6523924.2,Employee,9,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1295,2.5,25,Pasivos Por Beneficios A Empleados,1193500.0,895125.0,0.0,895125.0,PayrollProvider,98,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1296,2.5,25,Pasivos Por Beneficios A Empleados,829920.0,622440.0,0.0,622440.0,PayrollProvider,29,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1297,2.5,25,Pasivos Por Beneficios A Empleados,2654080.0,1990560.0,0.0,1990560.0,PayrollProvider,14,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1298,2.5,25,Pasivos Por Beneficios A Empleados,3968018.4,3881318.4,360000.0,4241318.4,Employee,12,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1299,2.5,25,Pasivos Por Beneficios A Empleados,750000.0,562500.0,0.0,562500.0,PayrollProvider,111,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1300,2.5,25,Pasivos Por Beneficios A Empleados,240000.0,180000.0,0.0,180000.0,PayrollProvider,17,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1301,2.5,25,Pasivos Por Beneficios A Empleados,2560000.0,720000.0,0.0,720000.0,PayrollProvider,13,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1302,2.5,25,Pasivos Por Beneficios A Empleados,8989538.4,8781458.4,864000.0,9645458.4,Employee,13,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1303,2.5,25,Pasivos Por Beneficios A Empleados,3550000.0,2678450.52125,0.0,2678450.52125,PayrollProvider,101,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1304,2.5,25,Pasivos Por Beneficios A Empleados,5862400.0,5664000.0,0.0,5664000.0,PayrollProvider,8,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1305,2.5,25,Pasivos Por Beneficios A Empleados,4589730.4,4488002.4,422400.0,4910402.4,Employee,14,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1306,2.5,25,Pasivos Por Beneficios A Empleados,880000.0,660000.0,0.0,660000.0,PayrollProvider,95,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1307,2.5,25,Pasivos Por Beneficios A Empleados,281600.0,211200.0,0.0,211200.0,PayrollProvider,28,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1308,2.5,25,Pasivos Por Beneficios A Empleados,1448818.4,1483918.4,120000.0,1603918.4,Employee,18,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1309,2.5,25,Pasivos Por Beneficios A Empleados,250000.0,187500.0,0.0,187500.0,PayrollProvider,81,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1310,2.5,25,Pasivos Por Beneficios A Empleados,320000.0,240000.0,0.0,240000.0,PayrollProvider,9,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1311,2.5,25,Pasivos Por Beneficios A Empleados,7076578.4,6914738.4,672000.0,7586738.4,Employee,20,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1312,2.5,25,Pasivos Por Beneficios A Empleados,1400000.0,1050000.0,0.0,1050000.0,PayrollProvider,76,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1313,2.5,25,Pasivos Por Beneficios A Empleados,2724418.4,2690618.4,240000.0,2930618.4,Employee,22,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1314,2.5,25,Pasivos Por Beneficios A Empleados,1380000.0,2025000.0,0.0,2025000.0,PayrollProvider,107,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1315,2.5,25,Pasivos Por Beneficios A Empleados,720000.0,545104.1668,0.0,545104.1668,PayrollProvider,43,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1316,2.5,25,Pasivos Por Beneficios A Empleados,6359218.4,6214718.4,600000.0,6814718.4,Employee,25,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1317,2.5,25,Pasivos Por Beneficios A Empleados,1250000.0,937500.0,0.0,937500.0,PayrollProvider,86,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1318,2.5,25,Pasivos Por Beneficios A Empleados,1600000.0,1200000.0,0.0,1200000.0,PayrollProvider,12,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1319,2.5,25,Pasivos Por Beneficios A Empleados,6014885.6,5878708.8,565440.0,6444148.8,Employee,28,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1320,2.5,25,Pasivos Por Beneficios A Empleados,376960.0,282720.0,0.0,282720.0,PayrollProvider,42,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1321,2.5,25,Pasivos Por Beneficios A Empleados,8750418.4,8617184.0564,850208.3336,9467392.39,Employee,32,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1322,2.5,25,Pasivos Por Beneficios A Empleados,4551608.56,20923173.98,1056000.0,21979173.98,Employee,34,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1323,4.1,41, Ordinarios,47904771.19,7718566.0,0.0,7718566.0,Contact,34,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1324,4.1,41, Ordinarios,12385801.0,660700.0,30000.0,690700.0,Contact,42,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1325,4.1,41, Ordinarios,14763600.0,2750000.0,0.0,2750000.0,Contact,145,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1326,4.1,41, Ordinarios,3989501.19,18448285.4,26181915.68,44630201.08,Contact,138,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1327,4.1,41, Ordinarios,0.0,0.0,300000.0,300000.0,Contact,20,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1328,4.1,41, Ordinarios,678000.0,5190000.0,45000.0,5235000.0,Contact,80,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1329,4.1,41, Ordinarios,4750000.0,316500.0,0.0,316500.0,Contact,1,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1330,4.1,41, Ordinarios,0.0,500000.0,0.0,500000.0,Contact,237,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1331,4.1,41, Ordinarios,0.0,15000.0,0.0,15000.0,Contact,227,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1332,4.1,41, Ordinarios,0.0,300000.0,0.0,300000.0,Contact,105,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1333,4.1,41, Ordinarios,0.0,565000.0,502500.0,1067500.0,Contact,238,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1334,5.1,51,De Administración Ordinarios,6031810.4,4619162.4,4619162.4,0.0,Employee,3,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1335,5.1,51,De Administración Ordinarios,546460.0,469135.02085,469135.02085,0.0,PayrollProvider,66,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1336,5.1,51,De Administración Ordinarios,3008000.0,2015360.0,2015360.0,0.0,PayrollProvider,71,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1337,5.1,51,De Administración Ordinarios,2982400.0,2070816.6672,2070816.6672,0.0,PayrollProvider,7,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1338,5.1,51,De Administración Ordinarios,665600.0,499200.0,499200.0,0.0,PayrollProvider,30,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1339,5.1,51,De Administración Ordinarios,0.0,2700498.1251,2700498.1251,0.0,PayrollProvider,116,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1340,5.1,51,De Administración Ordinarios,0.0,1800332.0834,1800332.0834,0.0,Employee,115,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1341,5.1,51,De Administración Ordinarios,12559218.4,9514718.4,9514718.4,0.0,Employee,8,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1342,5.1,51,De Administración Ordinarios,1507840.0,2136640.0,2136640.0,0.0,PayrollProvider,10,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1343,5.1,51,De Administración Ordinarios,1257600.0,1260000.0,1260000.0,0.0,PayrollProvider,38,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1344,5.1,51,De Administración Ordinarios,12008772.8,9101884.2,9101884.2,0.0,Employee,9,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1345,5.1,51,De Administración Ordinarios,1193500.0,799645.0,799645.0,0.0,PayrollProvider,98,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1346,5.1,51,De Administración Ordinarios,2654080.0,1824680.0,1824680.0,0.0,PayrollProvider,14,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1347,5.1,51,De Administración Ordinarios,829920.0,622440.0,622440.0,0.0,PayrollProvider,29,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1348,5.1,51,De Administración Ordinarios,7688018.4,5861318.4,5861318.4,0.0,Employee,12,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1349,5.1,51,De Administración Ordinarios,750000.0,502500.0,502500.0,0.0,PayrollProvider,111,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1350,5.1,51,De Administración Ordinarios,2560000.0,660000.0,660000.0,0.0,PayrollProvider,13,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1351,5.1,51,De Administración Ordinarios,240000.0,180000.0,180000.0,0.0,PayrollProvider,17,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1352,5.1,51,De Administración Ordinarios,17917538.4,13533458.4,13533458.4,0.0,Employee,13,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1353,5.1,51,De Administración Ordinarios,3550000.0,2394450.52125,2394450.52125,0.0,PayrollProvider,101,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1354,5.1,51,De Administración Ordinarios,5862400.0,5192000.0,5192000.0,0.0,PayrollProvider,8,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1355,5.1,51,De Administración Ordinarios,8954530.4,6811202.4,6811202.4,0.0,Employee,14,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1356,5.1,51,De Administración Ordinarios,880000.0,589600.0,589600.0,0.0,PayrollProvider,95,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1357,5.1,51,De Administración Ordinarios,281600.0,211200.0,211200.0,0.0,PayrollProvider,28,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1358,5.1,51,De Administración Ordinarios,2816818.4,2207918.4,2207918.4,0.0,Employee,18,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1359,5.1,51,De Administración Ordinarios,250000.0,167500.0,167500.0,0.0,PayrollProvider,81,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1360,5.1,51,De Administración Ordinarios,320000.0,220000.0,220000.0,0.0,PayrollProvider,9,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1361,5.1,51,De Administración Ordinarios,14020578.4,10610738.4,10610738.4,0.0,Employee,20,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1362,5.1,51,De Administración Ordinarios,1400000.0,938000.0,938000.0,0.0,PayrollProvider,76,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1363,5.1,51,De Administración Ordinarios,5252418.4,4034618.4,4034618.4,0.0,Employee,22,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1364,5.1,51,De Administración Ordinarios,1380000.0,1809000.0,1809000.0,0.0,PayrollProvider,107,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1365,5.1,51,De Administración Ordinarios,720000.0,545104.1668,545104.1668,0.0,PayrollProvider,43,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1366,5.1,51,De Administración Ordinarios,12559218.4,9514718.4,9514718.4,0.0,Employee,25,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1367,5.1,51,De Administración Ordinarios,1250000.0,837500.0,837500.0,0.0,PayrollProvider,86,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1368,5.1,51,De Administración Ordinarios,1600000.0,1100000.0,1100000.0,0.0,PayrollProvider,12,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1369,5.1,51,De Administración Ordinarios,11857765.6,8988628.8,8988628.8,0.0,Employee,28,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1370,5.1,51,De Administración Ordinarios,376960.0,282720.0,282720.0,0.0,PayrollProvider,42,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1371,5.1,51,De Administración Ordinarios,17430418.4,13257600.73,13257600.73,0.0,Employee,32,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1372,5.1,51,De Administración Ordinarios,8916408.56,16074960.0,16074960.0,0.0,Employee,34,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1373,6.1,61,Costo De Ventas Y Prestación De Servicios,16969966.933679,143949765315.88086,143949765315.88086,0.0,Contact,34,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1374,6.1,61,Costo De Ventas Y Prestación De Servicios,435973967.464664,68243327941.51297,68243327942.51297,1.0,Contact,42,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1375,6.1,61,Costo De Ventas Y Prestación De Servicios,8485001.0,2379346.676594,2379346.676594,0.0,Contact,145,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1376,6.1,61,Costo De Ventas Y Prestación De Servicios,2273874.002427,249743663122.6338,-750256336877.3662,-1000000000000.0,Contact,138,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1377,6.1,61,Costo De Ventas Y Prestación De Servicios,0.0,0.0,250000.0,250000.0,Contact,20,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1378,6.1,61,Costo De Ventas Y Prestación De Servicios,647121.0,5135001.0,5175001.0,40000.0,Contact,80,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1379,6.1,61,Costo De Ventas Y Prestación De Servicios,0.0,250000.0,250000.0,0.0,Contact,237,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1380,6.1,61,Costo De Ventas Y Prestación De Servicios,0.0,-999996230201.7777,-999995227701.7777,1002500.0,Contact,238,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1381,6.1,61,Costo De Ventas Y Prestación De Servicios,474670.532222,825994244167.7771,825994244167.7771,0.0,Contact,1,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1382,1.101,1101,Caja,0.0,0.0,1000.0,1000.0,Employee,1,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1383,1.101,1101,Caja,0.0,152482885.0,152482885.0,0.0,Contact,142,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1384,1.101,1101,Caja,9608196.18,1662587.2,1662587.2,0.0,Contact,42,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1385,1.101,1101,Caja,300000.0,845000.0,845000.0,0.0,Contact,145,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1386,1.101,1101,Caja,0.0,300000.0,300000.0,0.0,Contact,20,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1387,1.101,1101,Caja,0.0,500000.0,500000.0,0.0,Contact,237,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1388,1.101,1101,Caja,400000.0,2567425.0,2567425.0,0.0,Contact,34,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
1389,1.101,1101,Caja,0.0,50500.0,50500.0,0.0,Contact,80,COP,2024,4,,2024-05-01 00:00:36,2024-05-01 00:00:36
